Name of the initiative;Instrument Type;Year;Price;Revenue;Emissions
Ontario EPS;ETS;1997;;0,0;
Ontario EPS;ETS;1998;;0,0;
Ontario EPS;ETS;1999;;0,0;
Ontario EPS;ETS;2000;;0,0;
Ontario EPS;ETS;2001;;0,0;
Ontario EPS;ETS;2002;;0,0;
Ontario EPS;ETS;2003;;0,0;
Ontario EPS;ETS;2004;;0,0;
Ontario EPS;ETS;2005;;0,0;
Ontario EPS;ETS;2006;;0,0;
Ontario EPS;ETS;2007;;0,0;
Ontario EPS;ETS;2008;;0,0;
Ontario EPS;ETS;2009;;0,0;
Ontario EPS;ETS;2010;;0,0;
Ontario EPS;ETS;2011;;0,0;
Ontario EPS;ETS;2012;;0,0;
Ontario EPS;ETS;2013;;0,0;
Ontario EPS;ETS;2014;;0,0;
Ontario EPS;ETS;2015;;0,0;
Ontario EPS;ETS;2016;;0,0;
Ontario EPS;ETS;2017;;0,0;
Ontario EPS;ETS;2018;;0,0;
Ontario EPS;ETS;2019;;0,0;
Ontario EPS;ETS;2020;;0,0;
Ontario EPS;ETS;2021;;0,0;
Indonesia ETS;ETS;1990;;0,0;
Indonesia ETS;ETS;1991;;0,0;
Indonesia ETS;ETS;1992;;0,0;
Indonesia ETS;ETS;1993;;0,0;
Indonesia ETS;ETS;1994;;0,0;
Indonesia ETS;ETS;1995;;0,0;
Indonesia ETS;ETS;1996;;0,0;
Indonesia ETS;ETS;1997;;0,0;
Indonesia ETS;ETS;1998;;0,0;
Indonesia ETS;ETS;1999;;0,0;
Indonesia ETS;ETS;2000;;0,0;
Indonesia ETS;ETS;2001;;0,0;
Indonesia ETS;ETS;2002;;0,0;
Indonesia ETS;ETS;2003;;0,0;
Indonesia ETS;ETS;2004;;0,0;
Indonesia ETS;ETS;2005;;0,0;
Indonesia ETS;ETS;2006;;0,0;
Indonesia ETS;ETS;2007;;0,0;
Indonesia ETS;ETS;2008;;0,0;
Indonesia ETS;ETS;2009;;0,0;
Indonesia ETS;ETS;2010;;0,0;
Indonesia ETS;ETS;2011;;0,0;
Indonesia ETS;ETS;2012;;0,0;
Indonesia ETS;ETS;2013;;0,0;
Indonesia ETS;ETS;2014;;0,0;
Indonesia ETS;ETS;2015;;0,0;
Indonesia ETS;ETS;2016;;0,0;
Indonesia ETS;ETS;2017;;0,0;
Indonesia ETS;ETS;2018;;0,0;
Indonesia ETS;ETS;2019;;0,0;
Indonesia ETS;ETS;2020;;0,0;
Indonesia ETS;ETS;2021;;0,0;
Indonesia ETS;ETS;2022;;0,0;
Germany ETS;ETS;1990;;0,0;
Germany ETS;ETS;1991;;0,0;
Germany ETS;ETS;1992;;0,0;
Germany ETS;ETS;1993;;0,0;
Germany ETS;ETS;1994;;0,0;
Germany ETS;ETS;1995;;0,0;
Germany ETS;ETS;1996;;0,0;
Germany ETS;ETS;1997;;0,0;
Germany ETS;ETS;1998;;0,0;
Germany ETS;ETS;1999;;0,0;
Germany ETS;ETS;2000;;0,0;
Germany ETS;ETS;2001;;0,0;
Germany ETS;ETS;2002;;0,0;
Germany ETS;ETS;2003;;0,0;
Germany ETS;ETS;2004;;0,0;
Germany ETS;ETS;2005;;0,0;
Germany ETS;ETS;2006;;0,0;
Germany ETS;ETS;2007;;0,0;
Germany ETS;ETS;2008;;0,0;
Germany ETS;ETS;2009;;0,0;
Germany ETS;ETS;2010;;0,0;
Germany ETS;ETS;2011;;0,0;
Germany ETS;ETS;2012;;0,0;
Germany ETS;ETS;2013;;0,0;
Germany ETS;ETS;2014;;0,0;
Germany ETS;ETS;2015;;0,0;
Germany ETS;ETS;2016;;0,0;
Germany ETS;ETS;2017;;0,0;
Germany ETS;ETS;2018;;0,0;
Germany ETS;ETS;2019;;0,0;
Germany ETS;ETS;2020;;0,0;
Luxembourg carbon tax;Carbon tax;1990;;0,0;
Luxembourg carbon tax;Carbon tax;1991;;0,0;
Luxembourg carbon tax;Carbon tax;1992;;0,0;
Luxembourg carbon tax;Carbon tax;1993;;0,0;
Luxembourg carbon tax;Carbon tax;1994;;0,0;
Luxembourg carbon tax;Carbon tax;1995;;0,0;
Luxembourg carbon tax;Carbon tax;1996;;0,0;
Luxembourg carbon tax;Carbon tax;1997;;0,0;
Luxembourg carbon tax;Carbon tax;1998;;0,0;
Luxembourg carbon tax;Carbon tax;1999;;0,0;
Luxembourg carbon tax;Carbon tax;2000;;0,0;
Luxembourg carbon tax;Carbon tax;2001;;0,0;
Luxembourg carbon tax;Carbon tax;2002;;0,0;
Luxembourg carbon tax;Carbon tax;2003;;0,0;
Luxembourg carbon tax;Carbon tax;2004;;0,0;
Luxembourg carbon tax;Carbon tax;2005;;0,0;
Luxembourg carbon tax;Carbon tax;2006;;0,0;
Luxembourg carbon tax;Carbon tax;2007;;0,0;
Luxembourg carbon tax;Carbon tax;2008;;0,0;
Luxembourg carbon tax;Carbon tax;2009;;0,0;
Luxembourg carbon tax;Carbon tax;2010;;0,0;
Luxembourg carbon tax;Carbon tax;2011;;0,0;
Luxembourg carbon tax;Carbon tax;2012;;0,0;
Luxembourg carbon tax;Carbon tax;2013;;0,0;
Luxembourg carbon tax;Carbon tax;2014;;0,0;
Luxembourg carbon tax;Carbon tax;2015;;0,0;
Luxembourg carbon tax;Carbon tax;2016;;0,0;
Luxembourg carbon tax;Carbon tax;2017;;0,0;
Luxembourg carbon tax;Carbon tax;2018;;0,0;
Luxembourg carbon tax;Carbon tax;2019;;0,0;
Luxembourg carbon tax;Carbon tax;2020;;0,0;
Luxembourg carbon tax;Carbon tax;2021;;256,1802600924298;0,0001293220885302317
Luxembourg carbon tax;Carbon tax;2022;;286,887816;0,00011345809052948713
Luxembourg carbon tax;Carbon tax;2023;;294,91912499999995;0,00011345809052948713
Montenegro ETS;ETS;1990;;0,0;
Montenegro ETS;ETS;1991;;0,0;
Montenegro ETS;ETS;1992;;0,0;
Montenegro ETS;ETS;1993;;0,0;
Montenegro ETS;ETS;1994;;0,0;
Montenegro ETS;ETS;1995;;0,0;
Montenegro ETS;ETS;1996;;0,0;
Montenegro ETS;ETS;1997;;0,0;
Montenegro ETS;ETS;1998;;0,0;
Montenegro ETS;ETS;1999;;0,0;
Montenegro ETS;ETS;2000;;0,0;
Montenegro ETS;ETS;2001;;0,0;
Montenegro ETS;ETS;2002;;0,0;
Montenegro ETS;ETS;2003;;0,0;
Montenegro ETS;ETS;2004;;0,0;
Montenegro ETS;ETS;2005;;0,0;
Montenegro ETS;ETS;2006;;0,0;
Montenegro ETS;ETS;2007;;0,0;
Montenegro ETS;ETS;2008;;0,0;
Montenegro ETS;ETS;2009;;0,0;
Montenegro ETS;ETS;2010;;0,0;
Montenegro ETS;ETS;2011;;0,0;
Montenegro ETS;ETS;2012;;0,0;
Montenegro ETS;ETS;2013;;0,0;
Montenegro ETS;ETS;2014;;0,0;
Montenegro ETS;ETS;2015;;0,0;
Montenegro ETS;ETS;2016;;0,0;
Montenegro ETS;ETS;2017;;0,0;
Montenegro ETS;ETS;2018;;0,0;
Montenegro ETS;ETS;2019;;0,0;
Montenegro ETS;ETS;2020;;0,0;
Montenegro ETS;ETS;2021;;0,0;
UK ETS;ETS;1990;;0,0;
UK ETS;ETS;1991;;0,0;
UK ETS;ETS;1992;;0,0;
UK ETS;ETS;1993;;0,0;
UK ETS;ETS;1994;;0,0;
UK ETS;ETS;1995;;0,0;
UK ETS;ETS;1996;;0,0;
UK ETS;ETS;1997;;0,0;
UK ETS;ETS;1998;;0,0;
UK ETS;ETS;1999;;0,0;
UK ETS;ETS;2000;;0,0;
UK ETS;ETS;2001;;0,0;
UK ETS;ETS;2002;;0,0;
UK ETS;ETS;2003;;0,0;
UK ETS;ETS;2004;;0,0;
UK ETS;ETS;2005;;0,0;
UK ETS;ETS;2006;;0,0;
UK ETS;ETS;2007;;0,0;
UK ETS;ETS;2008;;0,0;
UK ETS;ETS;2009;;0,0;
UK ETS;ETS;2010;;0,0;
UK ETS;ETS;2011;;0,0;
UK ETS;ETS;2012;;0,0;
UK ETS;ETS;2013;;0,0;
UK ETS;ETS;2014;;0,0;
UK ETS;ETS;2015;;0,0;
UK ETS;ETS;2016;;0,0;
UK ETS;ETS;2017;;0,0;
UK ETS;ETS;2018;;0,0;
UK ETS;ETS;2019;;0,0;
UK ETS;ETS;2020;;0,0;
UK ETS;ETS;2021;;5937,054609911677;0,0003209497178573178
Zacatecas carbon tax;Carbon tax;1990;;0,0;
Zacatecas carbon tax;Carbon tax;1991;;0,0;
Zacatecas carbon tax;Carbon tax;1992;;0,0;
Zacatecas carbon tax;Carbon tax;1993;;0,0;
Zacatecas carbon tax;Carbon tax;1994;;0,0;
Zacatecas carbon tax;Carbon tax;1995;;0,0;
Zacatecas carbon tax;Carbon tax;1996;;0,0;
Zacatecas carbon tax;Carbon tax;1997;;0,0;
Zacatecas carbon tax;Carbon tax;1998;;0,0;
Zacatecas carbon tax;Carbon tax;1999;;0,0;
Zacatecas carbon tax;Carbon tax;2000;;0,0;
Zacatecas carbon tax;Carbon tax;2001;;0,0;
Zacatecas carbon tax;Carbon tax;2002;;0,0;
Zacatecas carbon tax;Carbon tax;2003;;0,0;
Zacatecas carbon tax;Carbon tax;2004;;0,0;
Zacatecas carbon tax;Carbon tax;2005;;0,0;
Zacatecas carbon tax;Carbon tax;2006;;0,0;
Zacatecas carbon tax;Carbon tax;2007;;0,0;
Zacatecas carbon tax;Carbon tax;2008;;0,0;
Zacatecas carbon tax;Carbon tax;2009;;0,0;
Zacatecas carbon tax;Carbon tax;2010;;0,0;
Zacatecas carbon tax;Carbon tax;2011;;0,0;
Zacatecas carbon tax;Carbon tax;2012;;0,0;
Zacatecas carbon tax;Carbon tax;2013;;0,0;
Zacatecas carbon tax;Carbon tax;2014;;0,0;
Zacatecas carbon tax;Carbon tax;2015;;0,0;
Zacatecas carbon tax;Carbon tax;2016;;0,0;
Austria ETS;ETS;1990;;0,0;
Austria ETS;ETS;1991;;0,0;
Austria ETS;ETS;1992;;0,0;
Austria ETS;ETS;1993;;0,0;
Austria ETS;ETS;1994;;0,0;
Austria ETS;ETS;1995;;0,0;
Austria ETS;ETS;1996;;0,0;
Austria ETS;ETS;1997;;0,0;
Austria ETS;ETS;1998;;0,0;
Austria ETS;ETS;1999;;0,0;
Austria ETS;ETS;2000;;0,0;
Austria ETS;ETS;2001;;0,0;
Austria ETS;ETS;2002;;0,0;
Austria ETS;ETS;2003;;0,0;
Austria ETS;ETS;2004;;0,0;
Austria ETS;ETS;2005;;0,0;
Austria ETS;ETS;2006;;0,0;
Austria ETS;ETS;2007;;0,0;
Austria ETS;ETS;2008;;0,0;
Austria ETS;ETS;2009;;0,0;
Austria ETS;ETS;2010;;0,0;
Austria ETS;ETS;2011;;0,0;
Austria ETS;ETS;2012;;0,0;
Austria ETS;ETS;2013;;0,0;
Austria ETS;ETS;2014;;0,0;
Austria ETS;ETS;2015;;0,0;
Austria ETS;ETS;2016;;0,0;
Austria ETS;ETS;2017;;0,0;
Austria ETS;ETS;2018;;0,0;
Austria ETS;ETS;2019;;0,0;
Austria ETS;ETS;2020;;0,0;
Austria ETS;ETS;2021;;0,0;
Uruguay CO2 tax;Carbon tax;1990;;0,0;
Uruguay CO2 tax;Carbon tax;1991;;0,0;
Uruguay CO2 tax;Carbon tax;1992;;0,0;
Uruguay CO2 tax;Carbon tax;1993;;0,0;
Uruguay CO2 tax;Carbon tax;1994;;0,0;
Uruguay CO2 tax;Carbon tax;1995;;0,0;
Uruguay CO2 tax;Carbon tax;1996;;0,0;
Uruguay CO2 tax;Carbon tax;1997;;0,0;
Uruguay CO2 tax;Carbon tax;1998;;0,0;
Uruguay CO2 tax;Carbon tax;1999;;0,0;
Uruguay CO2 tax;Carbon tax;2000;;0,0;
Uruguay CO2 tax;Carbon tax;2001;;0,0;
Uruguay CO2 tax;Carbon tax;2002;;0,0;
Uruguay CO2 tax;Carbon tax;2003;;0,0;
Uruguay CO2 tax;Carbon tax;2004;;0,0;
Uruguay CO2 tax;Carbon tax;2005;;0,0;
Uruguay CO2 tax;Carbon tax;2006;;0,0;
Uruguay CO2 tax;Carbon tax;2007;;0,0;
Uruguay CO2 tax;Carbon tax;2008;;0,0;
Uruguay CO2 tax;Carbon tax;2009;;0,0;
Uruguay CO2 tax;Carbon tax;2010;;0,0;
Uruguay CO2 tax;Carbon tax;2011;;0,0;
Uruguay CO2 tax;Carbon tax;2012;;0,0;
Uruguay CO2 tax;Carbon tax;2013;;0,0;
Uruguay CO2 tax;Carbon tax;2014;;0,0;
Uruguay CO2 tax;Carbon tax;2015;;0,0;
Uruguay CO2 tax;Carbon tax;2016;;0,0;
Uruguay CO2 tax;Carbon tax;2017;;0,0;
Uruguay CO2 tax;Carbon tax;2018;;0,0;
Uruguay CO2 tax;Carbon tax;2019;;0,0;
Uruguay CO2 tax;Carbon tax;2020;;0,0;
Uruguay CO2 tax;Carbon tax;2021;;0,0;
Taiwan carbon fee;Carbon tax;1990;;0,0;
Taiwan carbon fee;Carbon tax;1991;;0,0;
Taiwan carbon fee;Carbon tax;1992;;0,0;
Taiwan carbon fee;Carbon tax;1993;;0,0;
Taiwan carbon fee;Carbon tax;1994;;0,0;
Taiwan carbon fee;Carbon tax;1995;;0,0;
Taiwan carbon fee;Carbon tax;1996;;0,0;
Taiwan carbon fee;Carbon tax;1997;;0,0;
Taiwan carbon fee;Carbon tax;1998;;0,0;
Taiwan carbon fee;Carbon tax;1999;;0,0;
Taiwan carbon fee;Carbon tax;2000;;0,0;
Taiwan carbon fee;Carbon tax;2001;;0,0;
Taiwan carbon fee;Carbon tax;2002;;0,0;
Taiwan carbon fee;Carbon tax;2003;;0,0;
Taiwan carbon fee;Carbon tax;2004;;0,0;
Taiwan carbon fee;Carbon tax;2005;;0,0;
Taiwan carbon fee;Carbon tax;2006;;0,0;
Taiwan carbon fee;Carbon tax;2007;;0,0;
Taiwan carbon fee;Carbon tax;2008;;0,0;
Taiwan carbon fee;Carbon tax;2009;;0,0;
Taiwan carbon fee;Carbon tax;2010;;0,0;
Taiwan carbon fee;Carbon tax;2011;;0,0;
Taiwan carbon fee;Carbon tax;2012;;0,0;
Taiwan carbon fee;Carbon tax;2013;;0,0;
Taiwan carbon fee;Carbon tax;2014;;0,0;
Taiwan carbon fee;Carbon tax;2015;;0,0;
Taiwan carbon fee;Carbon tax;2016;;0,0;
Taiwan carbon fee;Carbon tax;2017;;0,0;
Taiwan carbon fee;Carbon tax;2018;;0,0;
Taiwan carbon fee;Carbon tax;2019;;0,0;
Taiwan carbon fee;Carbon tax;2020;;0,0;
Taiwan carbon fee;Carbon tax;2021;;0,0;
Taiwan carbon fee;Carbon tax;2022;;0,0;
Taiwan carbon fee;Carbon tax;2023;;0,0;
Queretaro carbon tax;Carbon tax;1990;;0,0;
Queretaro carbon tax;Carbon tax;1991;;0,0;
Queretaro carbon tax;Carbon tax;1992;;0,0;
Queretaro carbon tax;Carbon tax;1993;;0,0;
Queretaro carbon tax;Carbon tax;1994;;0,0;
Queretaro carbon tax;Carbon tax;1995;;0,0;
Queretaro carbon tax;Carbon tax;1996;;0,0;
Queretaro carbon tax;Carbon tax;1997;;0,0;
Queretaro carbon tax;Carbon tax;1998;;0,0;
Queretaro carbon tax;Carbon tax;1999;;0,0;
Queretaro carbon tax;Carbon tax;2000;;0,0;
Queretaro carbon tax;Carbon tax;2001;;0,0;
Queretaro carbon tax;Carbon tax;2002;;0,0;
Queretaro carbon tax;Carbon tax;2003;;0,0;
Queretaro carbon tax;Carbon tax;2004;;0,0;
Queretaro carbon tax;Carbon tax;2005;;0,0;
Queretaro carbon tax;Carbon tax;2006;;0,0;
Queretaro carbon tax;Carbon tax;2007;;0,0;
Queretaro carbon tax;Carbon tax;2008;;0,0;
Queretaro carbon tax;Carbon tax;2009;;0,0;
Queretaro carbon tax;Carbon tax;2010;;0,0;
Queretaro carbon tax;Carbon tax;2011;;0,0;
Queretaro carbon tax;Carbon tax;2012;;0,0;
Queretaro carbon tax;Carbon tax;2013;;0,0;
Queretaro carbon tax;Carbon tax;2014;;0,0;
Queretaro carbon tax;Carbon tax;2015;;0,0;
Queretaro carbon tax;Carbon tax;2016;;0,0;
Queretaro carbon tax;Carbon tax;2017;;0,0;
Queretaro carbon tax;Carbon tax;2018;;0,0;
Queretaro carbon tax;Carbon tax;2019;;0,0;
Queretaro carbon tax;Carbon tax;2020;;0,0;
Queretaro carbon tax;Carbon tax;2021;;0,0;
State of Mexico carbon tax;Carbon tax;1990;;0,0;
State of Mexico carbon tax;Carbon tax;1991;;0,0;
State of Mexico carbon tax;Carbon tax;1992;;0,0;
State of Mexico carbon tax;Carbon tax;1993;;0,0;
State of Mexico carbon tax;Carbon tax;1994;;0,0;
State of Mexico carbon tax;Carbon tax;1995;;0,0;
State of Mexico carbon tax;Carbon tax;1996;;0,0;
State of Mexico carbon tax;Carbon tax;1997;;0,0;
State of Mexico carbon tax;Carbon tax;1998;;0,0;
State of Mexico carbon tax;Carbon tax;1999;;0,0;
State of Mexico carbon tax;Carbon tax;2000;;0,0;
State of Mexico carbon tax;Carbon tax;2001;;0,0;
State of Mexico carbon tax;Carbon tax;2002;;0,0;
State of Mexico carbon tax;Carbon tax;2003;;0,0;
State of Mexico carbon tax;Carbon tax;2004;;0,0;
State of Mexico carbon tax;Carbon tax;2005;;0,0;
State of Mexico carbon tax;Carbon tax;2006;;0,0;
State of Mexico carbon tax;Carbon tax;2007;;0,0;
State of Mexico carbon tax;Carbon tax;2008;;0,0;
State of Mexico carbon tax;Carbon tax;2009;;0,0;
State of Mexico carbon tax;Carbon tax;2010;;0,0;
State of Mexico carbon tax;Carbon tax;2011;;0,0;
State of Mexico carbon tax;Carbon tax;2012;;0,0;
State of Mexico carbon tax;Carbon tax;2013;;0,0;
State of Mexico carbon tax;Carbon tax;2014;;0,0;
State of Mexico carbon tax;Carbon tax;2015;;0,0;
State of Mexico carbon tax;Carbon tax;2016;;0,0;
State of Mexico carbon tax;Carbon tax;2017;;0,0;
State of Mexico carbon tax;Carbon tax;2018;;0,0;
State of Mexico carbon tax;Carbon tax;2019;;0,0;
State of Mexico carbon tax;Carbon tax;2020;;0,0;
State of Mexico carbon tax;Carbon tax;2021;;0,0;
Yucatan carbon tax;Carbon tax;1990;;0,0;
Yucatan carbon tax;Carbon tax;1991;;0,0;
Yucatan carbon tax;Carbon tax;1992;;0,0;
Yucatan carbon tax;Carbon tax;1993;;0,0;
Yucatan carbon tax;Carbon tax;1994;;0,0;
Yucatan carbon tax;Carbon tax;1995;;0,0;
Yucatan carbon tax;Carbon tax;1996;;0,0;
Yucatan carbon tax;Carbon tax;1997;;0,0;
Yucatan carbon tax;Carbon tax;1998;;0,0;
Yucatan carbon tax;Carbon tax;1999;;0,0;
Yucatan carbon tax;Carbon tax;2000;;0,0;
Yucatan carbon tax;Carbon tax;2001;;0,0;
Yucatan carbon tax;Carbon tax;2002;;0,0;
Yucatan carbon tax;Carbon tax;2003;;0,0;
Yucatan carbon tax;Carbon tax;2004;;0,0;
Yucatan carbon tax;Carbon tax;2005;;0,0;
Yucatan carbon tax;Carbon tax;2006;;0,0;
Yucatan carbon tax;Carbon tax;2007;;0,0;
Yucatan carbon tax;Carbon tax;2008;;0,0;
Yucatan carbon tax;Carbon tax;2009;;0,0;
Yucatan carbon tax;Carbon tax;2010;;0,0;
Yucatan carbon tax;Carbon tax;2011;;0,0;
Yucatan carbon tax;Carbon tax;2012;;0,0;
Yucatan carbon tax;Carbon tax;2013;;0,0;
Yucatan carbon tax;Carbon tax;2014;;0,0;
Yucatan carbon tax;Carbon tax;2015;;0,0;
Yucatan carbon tax;Carbon tax;2016;;0,0;
Yucatan carbon tax;Carbon tax;2017;;0,0;
Yucatan carbon tax;Carbon tax;2018;;0,0;
Yucatan carbon tax;Carbon tax;2019;;0,0;
Yucatan carbon tax;Carbon tax;2020;;0,0;
Yucatan carbon tax;Carbon tax;2021;;0,0;
Guanajuato carbon tax;Carbon tax;1990;;0,0;
Guanajuato carbon tax;Carbon tax;1991;;0,0;
Guanajuato carbon tax;Carbon tax;1992;;0,0;
Guanajuato carbon tax;Carbon tax;1993;;0,0;
Guanajuato carbon tax;Carbon tax;1994;;0,0;
Guanajuato carbon tax;Carbon tax;1995;;0,0;
Guanajuato carbon tax;Carbon tax;1996;;0,0;
Guanajuato carbon tax;Carbon tax;1997;;0,0;
Guanajuato carbon tax;Carbon tax;1998;;0,0;
Guanajuato carbon tax;Carbon tax;1999;;0,0;
Guanajuato carbon tax;Carbon tax;2000;;0,0;
Guanajuato carbon tax;Carbon tax;2001;;0,0;
Guanajuato carbon tax;Carbon tax;2002;;0,0;
Guanajuato carbon tax;Carbon tax;2003;;0,0;
Guanajuato carbon tax;Carbon tax;2004;;0,0;
Guanajuato carbon tax;Carbon tax;2005;;0,0;
Guanajuato carbon tax;Carbon tax;2006;;0,0;
Guanajuato carbon tax;Carbon tax;2007;;0,0;
Guanajuato carbon tax;Carbon tax;2008;;0,0;
Guanajuato carbon tax;Carbon tax;2009;;0,0;
Guanajuato carbon tax;Carbon tax;2010;;0,0;
Guanajuato carbon tax;Carbon tax;2011;;0,0;
Guanajuato carbon tax;Carbon tax;2012;;0,0;
Guanajuato carbon tax;Carbon tax;2013;;0,0;
Guanajuato carbon tax;Carbon tax;2014;;0,0;
Guanajuato carbon tax;Carbon tax;2015;;0,0;
Guanajuato carbon tax;Carbon tax;2016;;0,0;
Guanajuato carbon tax;Carbon tax;2017;;0,0;
Guanajuato carbon tax;Carbon tax;2018;;0,0;
Guanajuato carbon tax;Carbon tax;2019;;0,0;
Guanajuato carbon tax;Carbon tax;2020;;0,0;
Guanajuato carbon tax;Carbon tax;2021;;0,0;
Guanajuato carbon tax;Carbon tax;2022;;0,0;
Guanajuato carbon tax;Carbon tax;2023;;0,9976997478036749;
Durango carbon tax;Carbon tax;1990;;0,0;
Durango carbon tax;Carbon tax;1991;;0,0;
Durango carbon tax;Carbon tax;1992;;0,0;
Durango carbon tax;Carbon tax;1993;;0,0;
Durango carbon tax;Carbon tax;1994;;0,0;
Durango carbon tax;Carbon tax;1995;;0,0;
Durango carbon tax;Carbon tax;1996;;0,0;
Durango carbon tax;Carbon tax;1997;;0,0;
Durango carbon tax;Carbon tax;1998;;0,0;
Durango carbon tax;Carbon tax;1999;;0,0;
Durango carbon tax;Carbon tax;2000;;0,0;
Durango carbon tax;Carbon tax;2001;;0,0;
Durango carbon tax;Carbon tax;2002;;0,0;
Durango carbon tax;Carbon tax;2003;;0,0;
Durango carbon tax;Carbon tax;2004;;0,0;
Durango carbon tax;Carbon tax;2005;;0,0;
Durango carbon tax;Carbon tax;2006;;0,0;
Durango carbon tax;Carbon tax;2007;;0,0;
Durango carbon tax;Carbon tax;2008;;0,0;
Durango carbon tax;Carbon tax;2009;;0,0;
Durango carbon tax;Carbon tax;2010;;0,0;
Durango carbon tax;Carbon tax;2011;;0,0;
Durango carbon tax;Carbon tax;2012;;0,0;
Durango carbon tax;Carbon tax;2013;;0,0;
Durango carbon tax;Carbon tax;2014;;0,0;
Durango carbon tax;Carbon tax;2015;;0,0;
Durango carbon tax;Carbon tax;2016;;0,0;
Durango carbon tax;Carbon tax;2017;;0,0;
Durango carbon tax;Carbon tax;2018;;0,0;
Durango carbon tax;Carbon tax;2019;;0,0;
Durango carbon tax;Carbon tax;2020;;0,0;
Durango carbon tax;Carbon tax;2021;;0,0;
Durango carbon tax;Carbon tax;2022;;0,0;
Durango carbon tax;Carbon tax;2023;;0,0;
Hungary Carbon tax;Carbon tax;2016;;0,0;
Hungary Carbon tax;Carbon tax;2017;;0,0;
Hungary Carbon tax;Carbon tax;2018;;0,0;
Hungary Carbon tax;Carbon tax;2019;;0,0;
Hungary Carbon tax;Carbon tax;2020;;0,0;
Hungary Carbon tax;Carbon tax;2021;;0,0;
Hungary Carbon tax;Carbon tax;2022;;0,0;
Hungary Carbon tax;Carbon tax;2023;;115,4867256637168;
Prince Edward Island Carbon tax;Carbon tax;1990;;0,0;
Prince Edward Island Carbon tax;Carbon tax;1991;;0,0;
Prince Edward Island Carbon tax;Carbon tax;1992;;0,0;
Prince Edward Island Carbon tax;Carbon tax;1993;;0,0;
Prince Edward Island Carbon tax;Carbon tax;1994;;0,0;
Prince Edward Island Carbon tax;Carbon tax;1995;;0,0;
Prince Edward Island Carbon tax;Carbon tax;1996;;0,0;
Prince Edward Island Carbon tax;Carbon tax;1997;;0,0;
Prince Edward Island Carbon tax;Carbon tax;1998;;0,0;
Prince Edward Island Carbon tax;Carbon tax;1999;;0,0;
Prince Edward Island Carbon tax;Carbon tax;2000;;0,0;
Prince Edward Island Carbon tax;Carbon tax;2001;;0,0;
Prince Edward Island Carbon tax;Carbon tax;2002;;0,0;
Prince Edward Island Carbon tax;Carbon tax;2003;;0,0;
Prince Edward Island Carbon tax;Carbon tax;2004;;0,0;
Prince Edward Island Carbon tax;Carbon tax;2005;;0,0;
Prince Edward Island Carbon tax;Carbon tax;2006;;0,0;
Prince Edward Island Carbon tax;Carbon tax;2007;;0,0;
Prince Edward Island Carbon tax;Carbon tax;2008;;0,0;
Prince Edward Island Carbon tax;Carbon tax;2009;;0,0;
Prince Edward Island Carbon tax;Carbon tax;2010;;0,0;
Prince Edward Island Carbon tax;Carbon tax;2011;;0,0;
Prince Edward Island Carbon tax;Carbon tax;2012;;0,0;
Prince Edward Island Carbon tax;Carbon tax;2013;;0,0;
Prince Edward Island Carbon tax;Carbon tax;2014;;0,0;
Prince Edward Island Carbon tax;Carbon tax;2015;;0,0;
Prince Edward Island Carbon tax;Carbon tax;2016;;0,0;
Prince Edward Island Carbon tax;Carbon tax;2017;;0,0;
Prince Edward Island Carbon tax;Carbon tax;2018;;0,0;
Newfoundland and Labrador carbon tax;Carbon tax;1990;;0,0;
Newfoundland and Labrador carbon tax;Carbon tax;1991;;0,0;
Newfoundland and Labrador carbon tax;Carbon tax;1992;;0,0;
Newfoundland and Labrador carbon tax;Carbon tax;1993;;0,0;
Newfoundland and Labrador carbon tax;Carbon tax;1994;;0,0;
Newfoundland and Labrador carbon tax;Carbon tax;1995;;0,0;
Newfoundland and Labrador carbon tax;Carbon tax;1996;;0,0;
Newfoundland and Labrador carbon tax;Carbon tax;1997;;0,0;
Newfoundland and Labrador carbon tax;Carbon tax;1998;;0,0;
Newfoundland and Labrador carbon tax;Carbon tax;1999;;0,0;
Newfoundland and Labrador carbon tax;Carbon tax;2000;;0,0;
Newfoundland and Labrador carbon tax;Carbon tax;2001;;0,0;
Newfoundland and Labrador carbon tax;Carbon tax;2002;;0,0;
Newfoundland and Labrador carbon tax;Carbon tax;2003;;0,0;
Newfoundland and Labrador carbon tax;Carbon tax;2004;;0,0;
Newfoundland and Labrador carbon tax;Carbon tax;2005;;0,0;
Newfoundland and Labrador carbon tax;Carbon tax;2006;;0,0;
Newfoundland and Labrador carbon tax;Carbon tax;2007;;0,0;
Newfoundland and Labrador carbon tax;Carbon tax;2008;;0,0;
Newfoundland and Labrador carbon tax;Carbon tax;2009;;0,0;
Newfoundland and Labrador carbon tax;Carbon tax;2010;;0,0;
Newfoundland and Labrador carbon tax;Carbon tax;2011;;0,0;
Newfoundland and Labrador carbon tax;Carbon tax;2012;;0,0;
Newfoundland and Labrador carbon tax;Carbon tax;2013;;0,0;
Newfoundland and Labrador carbon tax;Carbon tax;2014;;0,0;
Newfoundland and Labrador carbon tax;Carbon tax;2015;;0,0;
Newfoundland and Labrador carbon tax;Carbon tax;2016;;0,0;
Newfoundland and Labrador carbon tax;Carbon tax;2017;;0,0;
Newfoundland and Labrador carbon tax;Carbon tax;2018;;0,0;
New Brunswick carbon tax;Carbon tax;1990;;0,0;
New Brunswick carbon tax;Carbon tax;1991;;0,0;
