Name of the initiative;Instrument Type;Year;Price;Revenue;Emissions
Switzerland carbon tax;Carbon tax;2004;;0,0;
Switzerland carbon tax;Carbon tax;2005;;0,0;
Switzerland carbon tax;Carbon tax;2006;;0,0;
Switzerland carbon tax;Carbon tax;2007;;0,0;
BC carbon tax;Carbon tax;1990;;0,0;
BC carbon tax;Carbon tax;1991;;0,0;
BC carbon tax;Carbon tax;1992;;0,0;
BC carbon tax;Carbon tax;1993;;0,0;
BC carbon tax;Carbon tax;1994;;0,0;
BC carbon tax;Carbon tax;1995;;0,0;
BC carbon tax;Carbon tax;1996;;0,0;
BC carbon tax;Carbon tax;1997;;0,0;
BC carbon tax;Carbon tax;1998;;0,0;
BC carbon tax;Carbon tax;1999;;0,0;
BC carbon tax;Carbon tax;2000;;0,0;
BC carbon tax;Carbon tax;2001;;0,0;
BC carbon tax;Carbon tax;2002;;0,0;
BC carbon tax;Carbon tax;2003;;0,0;
BC carbon tax;Carbon tax;2004;;0,0;
BC carbon tax;Carbon tax;2005;;0,0;
BC carbon tax;Carbon tax;2006;;0,0;
BC carbon tax;Carbon tax;2007;;0,0;
RGGI;ETS;1990;;0,0;
RGGI;ETS;1991;;0,0;
RGGI;ETS;1992;;0,0;
RGGI;ETS;1993;;0,0;
RGGI;ETS;1994;;0,0;
RGGI;ETS;1995;;0,0;
RGGI;ETS;1996;;0,0;
RGGI;ETS;1997;;0,0;
RGGI;ETS;1998;;0,0;
RGGI;ETS;1999;;0,0;
RGGI;ETS;2000;;0,0;
RGGI;ETS;2001;;0,0;
RGGI;ETS;2002;;0,0;
RGGI;ETS;2003;;0,0;
RGGI;ETS;2004;;0,0;
RGGI;ETS;2005;;0,0;
RGGI;ETS;2006;;0,0;
RGGI;ETS;2007;;0,0;
Iceland carbon tax;Carbon tax;1990;;0,0;
Iceland carbon tax;Carbon tax;1991;;0,0;
Iceland carbon tax;Carbon tax;1992;;0,0;
Iceland carbon tax;Carbon tax;1993;;0,0;
Iceland carbon tax;Carbon tax;1994;;0,0;
Iceland carbon tax;Carbon tax;1995;;0,0;
Iceland carbon tax;Carbon tax;1996;;0,0;
Iceland carbon tax;Carbon tax;1997;;0,0;
Iceland carbon tax;Carbon tax;1998;;0,0;
Iceland carbon tax;Carbon tax;1999;;0,0;
Iceland carbon tax;Carbon tax;2000;;0,0;
Iceland carbon tax;Carbon tax;2001;;0,0;
Iceland carbon tax;Carbon tax;2002;;0,0;
Iceland carbon tax;Carbon tax;2003;;0,0;
Iceland carbon tax;Carbon tax;2004;;0,0;
Iceland carbon tax;Carbon tax;2005;;0,0;
Iceland carbon tax;Carbon tax;2006;;0,0;
Iceland carbon tax;Carbon tax;2007;;0,0;
Iceland carbon tax;Carbon tax;2008;;0,0;
Iceland carbon tax;Carbon tax;2009;;0,0;
Iceland carbon tax;Carbon tax;2010;;22,52488214;3,715909259960775e-05
Iceland carbon tax;Carbon tax;2011;;24,84177215;3,506258784230019e-05
Iceland carbon tax;Carbon tax;2012;;24,79546375;3,461568007682838e-05
Iceland carbon tax;Carbon tax;2013;;26,72520844;3,440517995590173e-05
Iceland carbon tax;Carbon tax;2014;;21,9094158;3,2931932708885204e-05
Iceland carbon tax;Carbon tax;2015;;27,33040508;3,413799337021783e-05
Iceland carbon tax;Carbon tax;2016;;28,17634618513096;3,099057929217106e-05
Iceland carbon tax;Carbon tax;2017;;32,2722696468135;3,138434944942122e-05
Iceland carbon tax;Carbon tax;2018;;55,19284565928115;3,0303355737226465e-05
Iceland carbon tax;Carbon tax;2019;;47,704506440745256;2,9411470946065294e-05
Iceland carbon tax;Carbon tax;2020;;46,95901901367576;2,948611342313545e-05
Iceland carbon tax;Carbon tax;2021;;48,92724249861452;2,8243829235963042e-05
Iceland carbon tax;Carbon tax;2022;;54,87235367372354;3,1028207156692016e-05
Iceland carbon tax;Carbon tax;2023;;55,657402654542786;3,1028207156692016e-05
Tokyo CaT;ETS;1990;;0,0;
Tokyo CaT;ETS;1991;;0,0;
Tokyo CaT;ETS;1992;;0,0;
Tokyo CaT;ETS;1993;;0,0;
Tokyo CaT;ETS;1994;;0,0;
Tokyo CaT;ETS;1995;;0,0;
Tokyo CaT;ETS;1996;;0,0;
Tokyo CaT;ETS;1997;;0,0;
Tokyo CaT;ETS;1998;;0,0;
Tokyo CaT;ETS;1999;;0,0;
Tokyo CaT;ETS;2000;;0,0;
Tokyo CaT;ETS;2001;;0,0;
Tokyo CaT;ETS;2002;;0,0;
Tokyo CaT;ETS;2003;;0,0;
Tokyo CaT;ETS;2004;;0,0;
Tokyo CaT;ETS;2005;;0,0;
Tokyo CaT;ETS;2006;;0,0;
Tokyo CaT;ETS;2007;;0,0;
Tokyo CaT;ETS;2008;;0,0;
Tokyo CaT;ETS;2009;;0,0;
Tokyo CaT;ETS;2010;;0,0;
Tokyo CaT;ETS;2011;;0,0;0,0002587936931082978
Ireland carbon tax;Carbon tax;1990;;0,0;
Ireland carbon tax;Carbon tax;1991;;0,0;
Ireland carbon tax;Carbon tax;1992;;0,0;
Ireland carbon tax;Carbon tax;1993;;0,0;
Ireland carbon tax;Carbon tax;1994;;0,0;
Ireland carbon tax;Carbon tax;1995;;0,0;
Ireland carbon tax;Carbon tax;1996;;0,0;
Ireland carbon tax;Carbon tax;1997;;0,0;
Ireland carbon tax;Carbon tax;1998;;0,0;
Ireland carbon tax;Carbon tax;1999;;0,0;
Ireland carbon tax;Carbon tax;2000;;0,0;
Ireland carbon tax;Carbon tax;2001;;0,0;
Ireland carbon tax;Carbon tax;2002;;0,0;
Ireland carbon tax;Carbon tax;2003;;0,0;
Ireland carbon tax;Carbon tax;2004;;0,0;
Ireland carbon tax;Carbon tax;2005;;0,0;
Ireland carbon tax;Carbon tax;2006;;0,0;
Ireland carbon tax;Carbon tax;2007;;0,0;
Ireland carbon tax;Carbon tax;2008;;0,0;
Ireland carbon tax;Carbon tax;2009;;0,0;
Saitama ETS;ETS;1990;;0,0;
Saitama ETS;ETS;1991;;0,0;
Saitama ETS;ETS;1992;;0,0;
Saitama ETS;ETS;1993;;0,0;
Saitama ETS;ETS;1994;;0,0;
Saitama ETS;ETS;1995;;0,0;
Saitama ETS;ETS;1996;;0,0;
Saitama ETS;ETS;1997;;0,0;
Saitama ETS;ETS;1998;;0,0;
Saitama ETS;ETS;1999;;0,0;
Saitama ETS;ETS;2000;;0,0;
Saitama ETS;ETS;2001;;0,0;
Saitama ETS;ETS;2002;;0,0;
Saitama ETS;ETS;2003;;0,0;
Saitama ETS;ETS;2004;;0,0;
Saitama ETS;ETS;2005;;0,0;
Saitama ETS;ETS;2006;;0,0;
Saitama ETS;ETS;2007;;0,0;
Saitama ETS;ETS;2008;;0,0;
Saitama ETS;ETS;2009;;0,0;
Saitama ETS;ETS;2010;;0,0;
California CaT;ETS;1990;;0,0;
California CaT;ETS;1991;;0,0;
California CaT;ETS;1992;;0,0;
California CaT;ETS;1993;;0,0;
California CaT;ETS;1994;;0,0;
California CaT;ETS;1995;;0,0;
California CaT;ETS;1996;;0,0;
California CaT;ETS;1997;;0,0;
California CaT;ETS;1998;;0,0;
California CaT;ETS;1999;;0,0;
California CaT;ETS;2000;;0,0;
California CaT;ETS;2001;;0,0;
California CaT;ETS;2002;;0,0;
California CaT;ETS;2003;;0,0;
California CaT;ETS;2004;;0,0;
California CaT;ETS;2005;;0,0;
California CaT;ETS;2006;;0,0;
California CaT;ETS;2007;;0,0;
California CaT;ETS;2008;;0,0;
California CaT;ETS;2009;;0,0;
California CaT;ETS;2010;;0,0;
California CaT;ETS;2011;;0,0;
Japan carbon tax;Carbon tax;1990;;0,0;
Japan carbon tax;Carbon tax;1991;;0,0;
Japan carbon tax;Carbon tax;1992;;0,0;
Japan carbon tax;Carbon tax;1993;;0,0;
Japan carbon tax;Carbon tax;1994;;0,0;
Japan carbon tax;Carbon tax;1995;;0,0;
Japan carbon tax;Carbon tax;1996;;0,0;
Japan carbon tax;Carbon tax;1997;;0,0;
Japan carbon tax;Carbon tax;1998;;0,0;
Japan carbon tax;Carbon tax;1999;;0,0;
Japan carbon tax;Carbon tax;2000;;0,0;
Japan carbon tax;Carbon tax;2001;;0,0;
Japan carbon tax;Carbon tax;2002;;0,0;
Japan carbon tax;Carbon tax;2003;;0,0;
Japan carbon tax;Carbon tax;2004;;0,0;
Japan carbon tax;Carbon tax;2005;;0,0;
Japan carbon tax;Carbon tax;2006;;0,0;
Japan carbon tax;Carbon tax;2007;;0,0;
Japan carbon tax;Carbon tax;2008;;0,0;
Japan carbon tax;Carbon tax;2009;;0,0;
Japan carbon tax;Carbon tax;2010;;0,0;
Japan carbon tax;Carbon tax;2011;;0,0;
Quebec CaT;ETS;1990;;0,0;
Quebec CaT;ETS;1991;;0,0;
Quebec CaT;ETS;1992;;0,0;
Quebec CaT;ETS;1993;;0,0;
Quebec CaT;ETS;1994;;0,0;
Quebec CaT;ETS;1995;;0,0;
Quebec CaT;ETS;1996;;0,0;
Quebec CaT;ETS;1997;;0,0;
Quebec CaT;ETS;1998;;0,0;
Quebec CaT;ETS;1999;;0,0;
Quebec CaT;ETS;2000;;0,0;
Quebec CaT;ETS;2001;;0,0;
Quebec CaT;ETS;2002;;0,0;
Quebec CaT;ETS;2003;;0,0;
Quebec CaT;ETS;2004;;0,0;
Quebec CaT;ETS;2005;;0,0;
Quebec CaT;ETS;2006;;0,0;
Quebec CaT;ETS;2007;;0,0;
Quebec CaT;ETS;2008;;0,0;
Quebec CaT;ETS;2009;;0,0;
Quebec CaT;ETS;2010;;0,0;
Quebec CaT;ETS;2011;;0,0;
Quebec CaT;ETS;2012;;0,0;
Quebec CaT;ETS;2013;;0,0;0,00048317541482140576
Kazakhstan ETS;ETS;1990;;0,0;
Kazakhstan ETS;ETS;1991;;0,0;
Kazakhstan ETS;ETS;1992;;0,0;
Kazakhstan ETS;ETS;1993;;0,0;
Kazakhstan ETS;ETS;1994;;0,0;
Kazakhstan ETS;ETS;1995;;0,0;
Kazakhstan ETS;ETS;1996;;0,0;
Kazakhstan ETS;ETS;1997;;0,0;
Kazakhstan ETS;ETS;1998;;0,0;
Kazakhstan ETS;ETS;1999;;0,0;
Kazakhstan ETS;ETS;2000;;0,0;
Kazakhstan ETS;ETS;2001;;0,0;
Kazakhstan ETS;ETS;2002;;0,0;
Kazakhstan ETS;ETS;2003;;0,0;
Kazakhstan ETS;ETS;2004;;0,0;
Kazakhstan ETS;ETS;2005;;0,0;
Kazakhstan ETS;ETS;2006;;0,0;
Kazakhstan ETS;ETS;2007;;0,0;
Kazakhstan ETS;ETS;2008;;0,0;
Kazakhstan ETS;ETS;2009;;0,0;
Kazakhstan ETS;ETS;2010;;0,0;
Kazakhstan ETS;ETS;2011;;0,0;
Kazakhstan ETS;ETS;2012;;0,0;
Kazakhstan ETS;ETS;2016;;0,0;0,002704211500348308
Kazakhstan ETS;ETS;2017;;0,0;0,0028359296824001746
Kazakhstan ETS;ETS;2018;;0,0;0,0028156089596582
Kazakhstan ETS;ETS;2019;;0,0;0,0026858652299803338
UK Carbon Price Support;Carbon tax;1990;;0,0;
UK Carbon Price Support;Carbon tax;1991;;0,0;
UK Carbon Price Support;Carbon tax;1992;;0,0;
UK Carbon Price Support;Carbon tax;1993;;0,0;
UK Carbon Price Support;Carbon tax;1994;;0,0;
UK Carbon Price Support;Carbon tax;1995;;0,0;
UK Carbon Price Support;Carbon tax;1996;;0,0;
UK Carbon Price Support;Carbon tax;1997;;0,0;
UK Carbon Price Support;Carbon tax;1998;;0,0;
UK Carbon Price Support;Carbon tax;1999;;0,0;
UK Carbon Price Support;Carbon tax;2000;;0,0;
UK Carbon Price Support;Carbon tax;2001;;0,0;
UK Carbon Price Support;Carbon tax;2002;;0,0;
UK Carbon Price Support;Carbon tax;2003;;0,0;
UK Carbon Price Support;Carbon tax;2004;;0,0;
UK Carbon Price Support;Carbon tax;2005;;0,0;
UK Carbon Price Support;Carbon tax;2006;;0,0;
UK Carbon Price Support;Carbon tax;2007;;0,0;
UK Carbon Price Support;Carbon tax;2008;;0,0;
UK Carbon Price Support;Carbon tax;2009;;0,0;
UK Carbon Price Support;Carbon tax;2010;;0,0;
UK Carbon Price Support;Carbon tax;2011;;0,0;
UK Carbon Price Support;Carbon tax;2012;;0,0;
Shenzhen pilot ETS;ETS;1990;;0,0;
Shenzhen pilot ETS;ETS;1991;;0,0;
Shenzhen pilot ETS;ETS;1992;;0,0;
Shenzhen pilot ETS;ETS;1993;;0,0;
Shenzhen pilot ETS;ETS;1994;;0,0;
Shenzhen pilot ETS;ETS;1995;;0,0;
Shenzhen pilot ETS;ETS;1996;;0,0;
Shenzhen pilot ETS;ETS;1997;;0,0;
Shenzhen pilot ETS;ETS;1998;;0,0;
Shenzhen pilot ETS;ETS;1999;;0,0;
Shenzhen pilot ETS;ETS;2000;;0,0;
Shenzhen pilot ETS;ETS;2001;;0,0;
Shenzhen pilot ETS;ETS;2002;;0,0;
Shenzhen pilot ETS;ETS;2003;;0,0;
Shenzhen pilot ETS;ETS;2004;;0,0;
Shenzhen pilot ETS;ETS;2005;;0,0;
Shenzhen pilot ETS;ETS;2006;;0,0;
Shenzhen pilot ETS;ETS;2007;;0,0;
Shenzhen pilot ETS;ETS;2008;;0,0;
Shenzhen pilot ETS;ETS;2009;;0,0;
Shenzhen pilot ETS;ETS;2010;;0,0;
Shenzhen pilot ETS;ETS;2011;;0,0;
Shenzhen pilot ETS;ETS;2012;;0,0;
Shanghai pilot ETS;ETS;1990;;0,0;
Shanghai pilot ETS;ETS;1991;;0,0;
Shanghai pilot ETS;ETS;1992;;0,0;
Shanghai pilot ETS;ETS;1993;;0,0;
Shanghai pilot ETS;ETS;1994;;0,0;
Shanghai pilot ETS;ETS;1995;;0,0;
Shanghai pilot ETS;ETS;1996;;0,0;
Shanghai pilot ETS;ETS;1997;;0,0;
Shanghai pilot ETS;ETS;1998;;0,0;
Shanghai pilot ETS;ETS;1999;;0,0;
Shanghai pilot ETS;ETS;2000;;0,0;
Shanghai pilot ETS;ETS;2001;;0,0;
Shanghai pilot ETS;ETS;2002;;0,0;
Shanghai pilot ETS;ETS;2003;;0,0;
Shanghai pilot ETS;ETS;2004;;0,0;
Shanghai pilot ETS;ETS;2005;;0,0;
Shanghai pilot ETS;ETS;2006;;0,0;
Shanghai pilot ETS;ETS;2007;;0,0;
Shanghai pilot ETS;ETS;2008;;0,0;
Shanghai pilot ETS;ETS;2009;;0,0;
Shanghai pilot ETS;ETS;2010;;0,0;
Shanghai pilot ETS;ETS;2011;;0,0;
Shanghai pilot ETS;ETS;2012;;0,0;
Shanghai pilot ETS;ETS;2013;;0,0;
Beijing pilot ETS;ETS;1990;;0,0;
Beijing pilot ETS;ETS;1991;;0,0;
Beijing pilot ETS;ETS;1992;;0,0;
Beijing pilot ETS;ETS;1993;;0,0;
Beijing pilot ETS;ETS;1994;;0,0;
Beijing pilot ETS;ETS;1995;;0,0;
Beijing pilot ETS;ETS;1996;;0,0;
Beijing pilot ETS;ETS;1997;;0,0;
Beijing pilot ETS;ETS;1998;;0,0;
Beijing pilot ETS;ETS;1999;;0,0;
Beijing pilot ETS;ETS;2000;;0,0;
Beijing pilot ETS;ETS;2001;;0,0;
Beijing pilot ETS;ETS;2002;;0,0;
Beijing pilot ETS;ETS;2003;;0,0;
Beijing pilot ETS;ETS;2004;;0,0;
Beijing pilot ETS;ETS;2005;;0,0;
Beijing pilot ETS;ETS;2006;;0,0;
Beijing pilot ETS;ETS;2007;;0,0;
Beijing pilot ETS;ETS;2008;;0,0;
Beijing pilot ETS;ETS;2009;;0,0;
Beijing pilot ETS;ETS;2010;;0,0;
Beijing pilot ETS;ETS;2011;;0,0;
Beijing pilot ETS;ETS;2012;;0,0;
Beijing pilot ETS;ETS;2013;;0,0;
Guangdong pilot ETS;ETS;1990;;0,0;
Guangdong pilot ETS;ETS;1991;;0,0;
Guangdong pilot ETS;ETS;1992;;0,0;
Guangdong pilot ETS;ETS;1993;;0,0;
Guangdong pilot ETS;ETS;1994;;0,0;
Guangdong pilot ETS;ETS;1995;;0,0;
Guangdong pilot ETS;ETS;1996;;0,0;
Guangdong pilot ETS;ETS;1997;;0,0;
Guangdong pilot ETS;ETS;1998;;0,0;
Guangdong pilot ETS;ETS;1999;;0,0;
Guangdong pilot ETS;ETS;2000;;0,0;
Guangdong pilot ETS;ETS;2001;;0,0;
Guangdong pilot ETS;ETS;2002;;0,0;
Guangdong pilot ETS;ETS;2003;;0,0;
Guangdong pilot ETS;ETS;2004;;0,0;
Guangdong pilot ETS;ETS;2005;;0,0;
Guangdong pilot ETS;ETS;2006;;0,0;
Guangdong pilot ETS;ETS;2007;;0,0;
Guangdong pilot ETS;ETS;2008;;0,0;
Guangdong pilot ETS;ETS;2009;;0,0;
Guangdong pilot ETS;ETS;2010;;0,0;
Guangdong pilot ETS;ETS;2011;;0,0;
Guangdong pilot ETS;ETS;2012;;0,0;
Guangdong pilot ETS;ETS;2013;;29,26686503;
Tianjin pilot ETS;ETS;1990;;0,0;
Tianjin pilot ETS;ETS;1991;;0,0;
Tianjin pilot ETS;ETS;1992;;0,0;
Tianjin pilot ETS;ETS;1993;;0,0;
Tianjin pilot ETS;ETS;1994;;0,0;
Tianjin pilot ETS;ETS;1995;;0,0;
Tianjin pilot ETS;ETS;1996;;0,0;
Tianjin pilot ETS;ETS;1997;;0,0;
Tianjin pilot ETS;ETS;1998;;0,0;
Tianjin pilot ETS;ETS;1999;;0,0;
Tianjin pilot ETS;ETS;2000;;0,0;
Tianjin pilot ETS;ETS;2001;;0,0;
Tianjin pilot ETS;ETS;2002;;0,0;
Tianjin pilot ETS;ETS;2003;;0,0;
Tianjin pilot ETS;ETS;2004;;0,0;
Tianjin pilot ETS;ETS;2005;;0,0;
Tianjin pilot ETS;ETS;2006;;0,0;
Tianjin pilot ETS;ETS;2007;;0,0;
Tianjin pilot ETS;ETS;2008;;0,0;
Tianjin pilot ETS;ETS;2009;;0,0;
Tianjin pilot ETS;ETS;2010;;0,0;
Tianjin pilot ETS;ETS;2011;;0,0;
Tianjin pilot ETS;ETS;2012;;0,0;
Tianjin pilot ETS;ETS;2013;;0,0;
France carbon tax;Carbon tax;1990;;0,0;
France carbon tax;Carbon tax;1991;;0,0;
France carbon tax;Carbon tax;1992;;0,0;
France carbon tax;Carbon tax;1993;;0,0;
France carbon tax;Carbon tax;1994;;0,0;
France carbon tax;Carbon tax;1995;;0,0;
France carbon tax;Carbon tax;1996;;0,0;
France carbon tax;Carbon tax;1997;;0,0;
France carbon tax;Carbon tax;1998;;0,0;
France carbon tax;Carbon tax;1999;;0,0;
France carbon tax;Carbon tax;2000;;0,0;
France carbon tax;Carbon tax;2001;;0,0;
France carbon tax;Carbon tax;2002;;0,0;
France carbon tax;Carbon tax;2003;;0,0;
France carbon tax;Carbon tax;2004;;0,0;
France carbon tax;Carbon tax;2005;;0,0;
France carbon tax;Carbon tax;2006;;0,0;
France carbon tax;Carbon tax;2007;;0,0;
France carbon tax;Carbon tax;2008;;0,0;
France carbon tax;Carbon tax;2009;;0,0;
France carbon tax;Carbon tax;2010;;0,0;
France carbon tax;Carbon tax;2011;;0,0;
France carbon tax;Carbon tax;2012;;0,0;
France carbon tax;Carbon tax;2013;;0,0;
Mexico carbon tax;Carbon tax;1990;;0,0;
Mexico carbon tax;Carbon tax;1991;;0,0;
Mexico carbon tax;Carbon tax;1992;;0,0;
Mexico carbon tax;Carbon tax;1993;;0,0;
Mexico carbon tax;Carbon tax;1994;;0,0;
Mexico carbon tax;Carbon tax;1995;;0,0;
Mexico carbon tax;Carbon tax;1996;;0,0;
Mexico carbon tax;Carbon tax;1997;;0,0;
Mexico carbon tax;Carbon tax;1998;;0,0;
Mexico carbon tax;Carbon tax;1999;;0,0;
Mexico carbon tax;Carbon tax;2000;;0,0;
Mexico carbon tax;Carbon tax;2001;;0,0;
Mexico carbon tax;Carbon tax;2002;;0,0;
Mexico carbon tax;Carbon tax;2003;;0,0;
Mexico carbon tax;Carbon tax;2004;;0,0;
Mexico carbon tax;Carbon tax;2005;;0,0;
Mexico carbon tax;Carbon tax;2006;;0,0;
Mexico carbon tax;Carbon tax;2007;;0,0;
Mexico carbon tax;Carbon tax;2008;;0,0;
Mexico carbon tax;Carbon tax;2009;;0,0;
Mexico carbon tax;Carbon tax;2010;;0,0;
Mexico carbon tax;Carbon tax;2011;;0,0;
Mexico carbon tax;Carbon tax;2012;;0,0;
Mexico carbon tax;Carbon tax;2013;;0,0;
Mexico carbon tax;Carbon tax;2014;;639,5480338;0,004512542148018358
Mexico carbon tax;Carbon tax;2015;;477,5467584;0,004571817866900434
Mexico carbon tax;Carbon tax;2016;;477,54675835650585;0,004602893051942492
Mexico carbon tax;Carbon tax;2017;;607,0217979048729;0,004547185304665866
Mexico carbon tax;Carbon tax;2018;;321,8654082167641;0,004321468490959052
Mexico carbon tax;Carbon tax;2019;;268,1599807152629;0,00436454818540553
Mexico carbon tax;Carbon tax;2020;;191,86033822647596;0,0042344854986540535
Mexico carbon tax;Carbon tax;2021;;305,3326810176125;0,004183904264288052
Mexico carbon tax;Carbon tax;2022;;217,00129011449766;0,004420536274238952
Mexico carbon tax;Carbon tax;2023;;437,18648671119365;0,004420536274238952
Hubei pilot ETS;ETS;1990;;0,0;
Hubei pilot ETS;ETS;1991;;0,0;
Hubei pilot ETS;ETS;1992;;0,0;
Hubei pilot ETS;ETS;1993;;0,0;
Hubei pilot ETS;ETS;1994;;0,0;
Hubei pilot ETS;ETS;1995;;0,0;
Hubei pilot ETS;ETS;1996;;0,0;
Hubei pilot ETS;ETS;1997;;0,0;
Hubei pilot ETS;ETS;1998;;0,0;
Hubei pilot ETS;ETS;1999;;0,0;
Hubei pilot ETS;ETS;2000;;0,0;
Hubei pilot ETS;ETS;2001;;0,0;
Hubei pilot ETS;ETS;2002;;0,0;
Hubei pilot ETS;ETS;2003;;0,0;
Hubei pilot ETS;ETS;2004;;0,0;
Hubei pilot ETS;ETS;2005;;0,0;
Hubei pilot ETS;ETS;2006;;0,0;
Hubei pilot ETS;ETS;2007;;0,0;
Hubei pilot ETS;ETS;2008;;0,0;
Hubei pilot ETS;ETS;2009;;0,0;
Hubei pilot ETS;ETS;2010;;0,0;
Hubei pilot ETS;ETS;2011;;0,0;
Hubei pilot ETS;ETS;2012;;0,0;
Hubei pilot ETS;ETS;2013;;0,0;
Chongqing pilot ETS;ETS;1990;;0,0;
Chongqing pilot ETS;ETS;1991;;0,0;
Chongqing pilot ETS;ETS;1992;;0,0;
Chongqing pilot ETS;ETS;1993;;0,0;
Chongqing pilot ETS;ETS;1994;;0,0;
Chongqing pilot ETS;ETS;1995;;0,0;
Chongqing pilot ETS;ETS;1996;;0,0;
Chongqing pilot ETS;ETS;1997;;0,0;
Chongqing pilot ETS;ETS;1998;;0,0;
Chongqing pilot ETS;ETS;1999;;0,0;
Chongqing pilot ETS;ETS;2000;;0,0;
Chongqing pilot ETS;ETS;2001;;0,0;
Chongqing pilot ETS;ETS;2002;;0,0;
Chongqing pilot ETS;ETS;2003;;0,0;
Chongqing pilot ETS;ETS;2004;;0,0;
Chongqing pilot ETS;ETS;2005;;0,0;
Chongqing pilot ETS;ETS;2006;;0,0;
Chongqing pilot ETS;ETS;2007;;0,0;
Chongqing pilot ETS;ETS;2008;;0,0;
Chongqing pilot ETS;ETS;2009;;0,0;
Chongqing pilot ETS;ETS;2010;;0,0;
Chongqing pilot ETS;ETS;2011;;0,0;
Chongqing pilot ETS;ETS;2012;;0,0;
Chongqing pilot ETS;ETS;2013;;0,0;
Korea ETS;ETS;1990;;0,0;
Korea ETS;ETS;1991;;0,0;
Korea ETS;ETS;1992;;0,0;
Korea ETS;ETS;1993;;0,0;
Korea ETS;ETS;1994;;0,0;
Korea ETS;ETS;1995;;0,0;
Korea ETS;ETS;1996;;0,0;
Korea ETS;ETS;1997;;0,0;
Korea ETS;ETS;1998;;0,0;
Korea ETS;ETS;1999;;0,0;
Korea ETS;ETS;2000;;0,0;
Korea ETS;ETS;2001;;0,0;
Korea ETS;ETS;2002;;0,0;
Korea ETS;ETS;2003;;0,0;
Korea ETS;ETS;2004;;0,0;
Korea ETS;ETS;2005;;0,0;
Korea ETS;ETS;2006;;0,0;
Korea ETS;ETS;2007;;0,0;
Korea ETS;ETS;2008;;0,0;
Korea ETS;ETS;2009;;0,0;
Korea ETS;ETS;2010;;0,0;
Korea ETS;ETS;2011;;0,0;
Korea ETS;ETS;2012;;0,0;
Korea ETS;ETS;2013;;0,0;
Korea ETS;ETS;2014;;0,0;
Portugal carbon tax;Carbon tax;1990;;0,0;
Portugal carbon tax;Carbon tax;1991;;0,0;
Portugal carbon tax;Carbon tax;1992;;0,0;
Portugal carbon tax;Carbon tax;1993;;0,0;
Portugal carbon tax;Carbon tax;1994;;0,0;
Portugal carbon tax;Carbon tax;1995;;0,0;
Portugal carbon tax;Carbon tax;1996;;0,0;
Portugal carbon tax;Carbon tax;1997;;0,0;
Portugal carbon tax;Carbon tax;1998;;0,0;
Portugal carbon tax;Carbon tax;1999;;0,0;
Portugal carbon tax;Carbon tax;2000;;0,0;
Portugal carbon tax;Carbon tax;2001;;0,0;
Portugal carbon tax;Carbon tax;2002;;0,0;
Portugal carbon tax;Carbon tax;2003;;0,0;
Portugal carbon tax;Carbon tax;2004;;0,0;
Portugal carbon tax;Carbon tax;2005;;0,0;
Portugal carbon tax;Carbon tax;2006;;0,0;
Portugal carbon tax;Carbon tax;2007;;0,0;
Portugal carbon tax;Carbon tax;2008;;0,0;
Portugal carbon tax;Carbon tax;2009;;0,0;
Portugal carbon tax;Carbon tax;2010;;0,0;
Portugal carbon tax;Carbon tax;2011;;0,0;
Portugal carbon tax;Carbon tax;2012;;0,0;
Portugal carbon tax;Carbon tax;2013;;0,0;
Portugal carbon tax;Carbon tax;2014;;0,0;
Portugal carbon tax;Carbon tax;2015;;108,604;0,0005407816457237708
Portugal carbon tax;Carbon tax;2016;;142,31604715127702;0,0005314928842754681
Portugal carbon tax;Carbon tax;2017;;147,3654308317189;0,0005640256838029336
Portugal carbon tax;Carbon tax;2018;;171,09233857038535;0,0005213581042760279
Portugal carbon tax;Carbon tax;2019;;288,382847226005;0,00048645534371448114
Portugal carbon tax;Carbon tax;2020;;256,9960716446778;0,0004616071234254501
Portugal carbon tax;Carbon tax;2021;;351,91016012696923;0,0004340926621770037
Portugal carbon tax;Carbon tax;2022;;495,35063999999994;0,0004440746043517905
Portugal carbon tax;Carbon tax;2023;;487,41749999999996;0,0004440746043517905
Australia Safeguard Mechanism;ETS;2016;;0,0;
Australia Safeguard Mechanism;ETS;2017;;0,0;
Australia Safeguard Mechanism;ETS;2018;;0,0;
Australia Safeguard Mechanism;ETS;2019;;0,0;
Australia Safeguard Mechanism;ETS;2020;;0,0;
Australia Safeguard Mechanism;ETS;2021;;0,0;
Australia Safeguard Mechanism;ETS;2022;;0,0;
South Africa carbon tax;Carbon tax;1990;;0,0;
South Africa carbon tax;Carbon tax;1991;;0,0;
South Africa carbon tax;Carbon tax;1992;;0,0;
South Africa carbon tax;Carbon tax;1993;;0,0;
South Africa carbon tax;Carbon tax;1994;;0,0;
South Africa carbon tax;Carbon tax;1995;;0,0;
South Africa carbon tax;Carbon tax;1996;;0,0;
South Africa carbon tax;Carbon tax;1997;;0,0;
South Africa carbon tax;Carbon tax;1998;;0,0;
South Africa carbon tax;Carbon tax;1999;;0,0;
South Africa carbon tax;Carbon tax;2000;;0,0;
South Africa carbon tax;Carbon tax;2001;;0,0;
South Africa carbon tax;Carbon tax;2002;;0,0;
South Africa carbon tax;Carbon tax;2003;;0,0;
South Africa carbon tax;Carbon tax;2004;;0,0;
South Africa carbon tax;Carbon tax;2005;;0,0;
